stg_outlet_cd,stg_item_cd,DATE_ID,sales_qty
D,9628,2022-04-24,1.0
C,36808,2022-02-14,57.0
C,114658,2022-04-27,1.0
B,18223,2022-07-05,141.0
B,18223,2022-07-15,74.0
B,18223,2022-08-02,63.0
D,18223,2022-02-21,136.0
D,98809,2022-07-07,59.0
C,119554,2022-08-18,20.0
D,12040,2022-04-05,2.0
C,107836,2022-05-20,19.0
E,10204,2022-07-08,16.0
B,91438,2022-02-20,7.0
B,30778,2022-04-04,1.0
B,123703,2022-10-17,1.0
D,23938,2022-02-16,6.0
D,116836,2022-03-13,18.0
D,27583,2022-03-27,4.0
D,46150,2022-07-07,5.0
D,29653,2022-07-26,11.0
D,119554,2022-09-18,9.0
A,8800,2022-03-26,11.0
A,304,2022-05-17,3.0
A,1132,2022-05-19,3.0
E,23785,2022-08-20,1.0
E,121174,2022-04-20,6.0
A,10042,2022-01-30,2.0
A,117610,2022-07-01,3.0
D,106054,2022-03-16,4.0
D,116836,2022-05-12,27.0
D,118033,2022-06-26,2.0
D,42685,2022-07-19,33.0
A,23020,2022-04-02,19.0
A,110320,2022-07-01,15.0
A,102490,2022-07-22,30.338000059127808
A,116836,2022-08-28,17.0
A,898,2022-10-13,69.0
D,40381,2022-08-30,8.0
B,23911,2022-03-14,1.0
C,117520,2022-02-28,10.0
B,23911,2022-05-08,1.0
B,23938,2022-05-29,5.0
C,10078,2022-05-03,1.0
B,40381,2022-09-06,9.0
C,898,2022-05-26,108.0
E,112219,2022-03-29,1.0
E,117736,2022-05-19,17.0
E,116836,2022-06-12,6.0
A,29941,2022-07-15,31.0
D,259,2022-02-04,12.0
D,268,2022-04-01,2.0
D,122686,2022-04-09,12.0
D,110320,2022-07-17,9.0
C,117925,2022-06-28,76.0
B,7450,2022-03-09,1.0
B,42154,2022-08-27,17.811999797821045
D,36808,2022-05-30,81.0
D,110320,2022-08-17,2.0
A,108007,2022-10-06,1.0
B,40381,2022-03-30,9.0
B,110077,2022-04-22,1.0
A,117520,2022-06-27,13.0
D,11509,2022-04-10,7.0
A,42685,2022-02-09,10.0
A,119554,2022-02-26,8.0
A,117520,2022-03-14,12.0
A,29653,2022-04-09,12.0
A,117925,2022-07-20,13.0
A,113281,2022-07-24,3.0
A,110320,2022-09-10,8.0
D,117925,2022-06-05,55.0
C,113281,2022-06-13,2.0
B,5002,2022-10-08,3.0
A,96136,2022-04-05,28.54600042104721
D,18223,2022-04-21,87.0
D,98809,2022-05-19,30.0
A,107863,2022-09-11,13.0
C,110806,2022-02-03,3.0
A,40939,2022-05-19,7.0
B,43738,2022-08-19,4.0
B,18223,2022-07-19,123.0
B,40381,2022-02-02,12.0
B,7108,2022-04-02,4.0
B,23938,2022-04-04,3.0
B,117520,2022-05-09,10.0
B,29941,2022-05-09,10.0
B,116836,2022-06-19,6.0
B,123307,2022-06-22,35.0
B,10654,2022-08-26,2.0
D,110320,2022-10-08,32.0
E,40381,2022-08-31,2.0
E,124396,2022-09-01,1.0
B,10042,2022-03-05,2.0
B,6640,2022-06-17,2.0
E,107836,2022-05-28,3.0
A,117520,2022-09-02,23.0
D,117520,2022-05-22,23.0
D,122686,2022-07-11,7.0
C,102490,2022-03-12,4.00600004196167
E,12355,2022-06-02,1.0
E,123307,2022-07-25,13.0
D,36808,2022-09-03,91.0
D,232,2022-10-09,2.0
B,123307,2022-02-11,85.0
B,116836,2022-03-12,7.0
C,9925,2022-01-27,5.0
C,43738,2022-02-05,4.0
B,116836,2022-07-09,9.0
B,2806,2022-08-14,1.0
C,123478,2022-05-14,2.0
C,120994,2022-09-07,3.0
C,3427,2022-10-10,28.0
C,96136,2022-10-16,12.549999833106995
E,117196,2022-05-19,1.0
A,36808,2022-02-12,64.0
E,36808,2022-10-17,27.0
D,10204,2022-01-28,9.0
D,55879,2022-06-07,7.0
D,47140,2022-07-09,2.0
D,118033,2022-07-27,3.0
D,25081,2022-07-28,2.0
D,36808,2022-07-28,68.0
D,51109,2022-08-06,1.0
C,40381,2022-07-16,14.0
B,92482,2022-05-05,7.0
B,117925,2022-07-06,5.0
A,120994,2022-01-23,4.0
A,12031,2022-05-07,1.0
A,104470,2022-05-29,27.0
D,110860,2022-02-03,3.0
D,117520,2022-08-14,14.0
D,110320,2022-09-15,6.0
C,36808,2022-01-25,63.0
C,4480,2022-02-06,1.0
A,42685,2022-10-05,11.0
A,898,2022-04-02,98.0
A,40759,2022-07-13,16.0
D,92482,2022-06-02,2.0
C,36808,2022-02-05,43.0
A,12355,2022-07-24,4.0
D,114658,2022-04-12,5.0
B,18223,2022-02-14,80.0
D,98809,2022-05-17,40.0
A,10636,2022-08-11,2.0
A,51109,2022-08-26,2.0
B,29653,2022-02-07,3.0
C,110320,2022-01-26,11.0
D,45421,2022-09-07,4.0
B,42685,2022-01-31,9.0
E,44989,2022-05-25,3.0
B,2806,2022-06-01,3.0
D,117925,2022-02-01,19.0
D,106054,2022-02-10,8.0
D,23785,2022-03-30,6.0
D,110320,2022-05-17,15.0
D,117925,2022-06-14,13.0
D,42685,2022-08-28,48.0
A,91438,2022-04-13,14.0
A,95137,2022-06-26,7.0
C,123307,2022-02-13,147.0
C,123307,2022-02-24,106.0
B,107224,2022-01-22,3.0
C,43738,2022-06-21,4.0
B,19114,2022-08-31,5.0
B,45421,2022-10-04,1.0
E,123307,2022-08-02,19.0
A,1231,2022-03-08,2.0
A,29941,2022-08-23,15.0
D,124396,2022-04-13,1.0
D,42847,2022-05-14,11.0
D,117520,2022-07-11,22.0
D,40759,2022-07-24,19.0
D,23020,2022-09-16,14.0
A,117610,2022-09-20,3.0
C,11509,2022-04-29,13.0
A,110860,2022-03-16,3.0
A,36808,2022-03-19,81.0
A,121714,2022-03-21,1.0
A,12355,2022-05-14,7.0
D,117925,2022-06-08,42.0
D,3652,2022-08-21,21.0
C,102490,2022-08-13,8.595999956130981
B,117925,2022-07-03,5.0
B,46150,2022-08-23,5.0
B,9925,2022-10-05,5.0
A,14947,2022-03-02,2.0
A,40759,2022-04-12,20.0
D,36808,2022-01-31,88.0
D,6748,2022-02-26,5.0
D,117925,2022-06-29,46.0
D,115846,2022-07-28,8.0
D,119185,2022-07-30,2.0
D,42154,2022-08-09,43.84399998188019
C,9979,2022-04-07,5.0
C,116836,2022-04-10,10.0
B,9637,2022-06-18,1.0
B,36808,2022-07-09,96.0
A,123334,2022-01-25,3.0
A,119554,2022-02-07,6.0
A,117520,2022-04-24,16.0
D,113110,2022-01-23,4.0
D,4930,2022-03-27,3.0
C,13003,2022-04-19,7.0
C,36808,2022-07-19,33.0
B,46591,2022-04-29,15.0
B,46591,2022-08-04,14.0
D,18223,2022-02-13,145.0
D,18223,2022-09-18,224.0
E,111382,2022-10-18,2.0
C,36808,2022-08-31,41.0
D,118033,2022-10-07,1.0
C,898,2022-08-08,78.0
C,40381,2022-07-02,6.0
B,40381,2022-02-01,18.0
D,43135,2022-03-29,11.0
D,42154,2022-03-29,29.295999765396118
D,117925,2022-06-28,125.0
D,8800,2022-07-04,5.0
D,102490,2022-08-15,28.361999988555908
D,14947,2022-09-17,7.0
B,43135,2022-02-11,8.0
B,117376,2022-02-12,14.0
B,120994,2022-09-12,7.0
B,259,2022-10-04,1.0
A,95137,2022-07-05,6.0
A,117736,2022-07-06,49.0
D,102490,2022-02-28,36.413999795913696
D,57058,2022-06-29,2.0
D,116836,2022-07-21,10.0
D,123586,2022-08-22,5.0
C,7396,2022-03-24,6.0
B,92482,2022-01-25,8.0
B,95119,2022-03-08,1.0
E,898,2022-08-04,6.0
A,117520,2022-08-27,15.0
D,117520,2022-06-22,10.0
D,117925,2022-06-27,107.0
D,91438,2022-07-14,19.0
D,119554,2022-08-23,12.0
A,223,2022-10-05,2.0
C,93895,2022-05-25,3.0
C,1672,2022-08-21,4.0
C,898,2022-09-11,44.0
C,121291,2022-10-07,2.0
E,12031,2022-06-16,1.0
A,117520,2022-02-02,22.0
A,123307,2022-02-04,102.0
A,12355,2022-02-08,4.0
E,113281,2022-10-18,2.0
A,23911,2022-04-18,1.0
A,118429,2022-04-19,2.0
A,10924,2022-07-17,2.0
D,119554,2022-06-28,8.0
D,110860,2022-07-23,4.0
A,10366,2022-08-09,1.0
A,23938,2022-10-01,8.0
A,898,2022-09-11,56.0
C,116062,2022-06-10,5.0
B,95443,2022-03-07,3.0
B,4705,2022-07-03,3.0
B,117520,2022-07-12,13.0
A,123307,2022-02-21,98.0
D,107809,2022-04-16,8.0
D,110320,2022-06-26,13.0
D,91438,2022-06-26,13.0
C,110320,2022-03-18,5.0
C,40759,2022-04-06,12.0
D,117520,2022-07-23,47.0
B,18223,2022-08-30,108.0
B,18223,2022-02-19,117.0
E,5551,2022-10-14,1.0
E,42685,2022-03-20,5.0
E,110806,2022-05-13,2.0
E,122767,2022-06-04,3.0
B,40381,2022-03-05,17.0
E,4165,2022-09-21,1.0
B,42685,2022-06-24,16.0
B,19114,2022-07-12,3.0
B,117520,2022-08-21,12.0
D,117736,2022-05-08,92.0
D,23785,2022-07-24,7.0
C,23146,2022-06-30,1.0
E,4480,2022-09-23,3.0
C,91438,2022-05-05,9.0
B,119554,2022-06-10,5.0
E,120994,2022-05-12,15.0
E,117925,2022-08-12,4.0
A,29941,2022-01-28,2.0
A,2806,2022-06-05,1.0
A,29941,2022-06-07,3.0
D,13795,2022-04-13,10.0
D,123586,2022-04-16,21.0
D,23020,2022-07-14,32.0
D,123307,2022-07-22,47.0
B,123667,2022-03-17,3.0
D,40759,2022-09-04,19.0
A,102490,2022-09-28,5.95799994468689
B,36808,2022-03-27,53.0
B,116062,2022-07-03,1.0
C,124414,2022-05-07,2.0
C,10204,2022-06-28,57.0
C,6163,2022-07-15,2.0
C,898,2022-09-15,60.0
C,117520,2022-09-21,12.0
C,12220,2022-09-28,3.0
E,106054,2022-05-23,3.0
A,7396,2022-02-24,4.0
D,43135,2022-02-26,11.0
D,7396,2022-03-08,10.0
D,23938,2022-07-17,7.0
A,111976,2022-09-28,2.0
C,91438,2022-10-15,14.0
B,123307,2022-06-20,35.0
B,11419,2022-07-02,1.0
B,110320,2022-08-02,2.0
B,898,2022-09-05,17.0
A,4741,2022-04-04,2.0
A,43135,2022-05-17,16.0
A,23785,2022-07-15,6.0
D,120994,2022-03-03,6.0
D,45484,2022-04-20,3.0
D,94345,2022-09-22,4.0
C,4741,2022-02-23,3.0
C,4705,2022-03-23,2.0
C,94336,2022-03-28,3.0
A,12355,2022-09-21,3.0
A,120418,2022-10-08,3.0
B,1672,2022-06-05,16.0
D,110320,2022-01-27,12.0
D,9979,2022-04-13,9.0
D,10636,2022-06-20,1.0
C,11509,2022-02-27,4.0
C,40381,2022-10-02,10.0
C,8800,2022-03-14,10.0
C,295,2022-04-01,4.0
C,40759,2022-04-20,3.0
B,18223,2022-02-24,102.0
E,18223,2022-08-27,15.0
B,98809,2022-06-26,38.0
D,18223,2022-03-22,133.0
C,42685,2022-09-11,30.0
C,42685,2022-10-03,9.0
A,117520,2022-08-25,30.0
A,39238,2022-09-04,1.0
E,29653,2022-06-14,2.0
E,10213,2022-08-18,2.0
D,36808,2022-02-25,125.0
E,107836,2022-03-14,1.0
E,11293,2022-05-23,5.0
B,117736,2022-02-16,10.0
B,9925,2022-02-20,4.0
B,42685,2022-03-11,20.0
E,120418,2022-09-30,4.0
B,42928,2022-09-29,1.0
D,40759,2022-02-14,4.0
D,36808,2022-02-23,68.0
D,123478,2022-03-06,2.0
D,113110,2022-06-07,1.0
D,10204,2022-06-29,14.0
D,3427,2022-08-14,7.0
D,3679,2022-09-19,3.0
A,23911,2022-04-13,4.0
C,23371,2022-04-25,4.0
C,110860,2022-10-14,4.0
C,1852,2022-02-09,5.0
C,117520,2022-02-17,9.0
C,10204,2022-07-13,26.0
C,91438,2022-07-17,8.0
A,117925,2022-02-04,17.0
A,117520,2022-02-04,21.0
D,123307,2022-03-05,133.0
A,117520,2022-09-20,19.0
D,223,2022-05-01,13.0
D,19114,2022-05-04,5.0
D,43405,2022-05-12,2.0
C,107836,2022-08-28,38.0
B,41488,2022-07-08,1.0
E,117520,2022-04-24,8.0
E,94336,2022-05-20,2.0
A,45169,2022-05-08,14.0
A,30454,2022-07-19,6.0
D,116836,2022-03-14,10.0
D,40939,2022-08-18,11.0
D,6163,2022-08-18,3.0
D,2806,2022-10-18,6.0
A,40759,2022-09-08,20.0
A,36808,2022-10-04,49.0
B,116836,2022-01-25,8.0
B,29941,2022-02-11,3.0
C,117520,2022-05-07,7.0
C,43405,2022-08-23,5.0
E,42154,2022-03-28,5.5940001010894775
D,117286,2022-02-04,2.0
D,25081,2022-03-09,5.0
D,36808,2022-07-14,90.0
D,304,2022-07-22,5.0
A,898,2022-08-03,42.0
B,25081,2022-10-10,5.0
D,2806,2022-10-15,11.0
C,29941,2022-09-09,43.0
C,12670,2022-06-13,7.0
C,12166,2022-07-28,1.0
C,106054,2022-08-08,4.0
B,111985,2022-03-07,1.0
B,24136,2022-06-11,6.0
B,304,2022-07-03,3.0
A,123307,2022-07-01,116.0
D,268,2022-02-11,6.0
D,3652,2022-05-24,32.0
C,100537,2022-04-12,3.0
A,11293,2022-04-28,5.0
D,6640,2022-03-18,17.0
A,111382,2022-07-01,3.0
A,268,2022-07-23,6.0
A,117520,2022-08-05,16.0
C,6640,2022-03-04,15.0
C,36808,2022-05-23,52.0
C,117376,2022-06-01,13.0
B,92482,2022-04-13,7.0
D,117520,2022-04-30,22.0
C,10654,2022-07-17,1.0
B,98809,2022-08-29,8.0
B,18223,2022-01-28,112.0
B,18223,2022-04-05,120.0
B,18223,2022-05-25,135.0
B,18223,2022-06-03,94.0
C,42685,2022-04-16,35.0
A,36808,2022-06-29,95.0
E,781,2022-08-11,1.0
B,27979,2022-05-24,1.0
B,123307,2022-07-23,88.0
B,11293,2022-08-09,2.0
B,110320,2022-08-17,3.0
D,10924,2022-01-29,3.0
D,92482,2022-09-09,3.0
A,107836,2022-01-23,17.0
A,64816,2022-01-30,3.0
A,1672,2022-03-29,53.0
A,111382,2022-06-17,4.0
C,7396,2022-03-10,4.0
C,112219,2022-04-22,3.0
B,123307,2022-02-18,70.0
B,13795,2022-03-17,6.0
B,92482,2022-09-17,4.0
E,93679,2022-05-20,4.0
A,123307,2022-06-19,163.0
D,7108,2022-02-20,1.0
A,107836,2022-08-06,5.0
D,117520,2022-04-07,29.0
D,23785,2022-06-14,8.0
A,122686,2022-05-31,10.0
D,29653,2022-08-24,8.0
D,23146,2022-09-25,1.0
D,673,2022-10-07,4.0
D,11419,2022-10-08,2.0
D,123658,2022-10-11,1.0
C,43135,2022-04-28,7.0
C,51109,2022-06-22,2.0
D,111382,2022-02-03,2.0
D,23938,2022-06-12,1.0
D,40381,2022-07-11,18.0
D,117520,2022-07-15,24.0
D,123307,2022-09-09,33.0
D,29896,2022-09-26,3.0
A,119554,2022-09-06,17.0
B,111976,2022-03-07,1.0
C,40381,2022-01-22,6.0
C,92482,2022-01-27,12.0
A,10375,2022-10-11,1.0
D,55879,2022-10-08,4.0
D,107224,2022-10-16,5.0
D,43135,2022-03-31,6.0
C,43405,2022-04-16,1.0
A,40759,2022-07-14,11.0
A,111976,2022-08-07,2.0
C,23938,2022-02-05,2.0
B,46591,2022-07-09,9.0
D,18223,2022-04-09,207.0
D,18223,2022-07-28,123.0
C,24136,2022-05-30,10.0
C,116062,2022-06-14,1.0
A,1672,2022-08-11,6.0
A,42685,2022-08-19,23.0
C,25000,2022-03-01,1.0
C,57058,2022-08-05,3.0
E,110320,2022-09-05,3.0
A,117520,2022-05-02,35.0
E,29941,2022-07-24,1.0
E,259,2022-08-25,2.0
E,107224,2022-06-16,2.0
B,673,2022-06-30,2.0
B,117187,2022-06-30,1.0
B,10924,2022-10-05,2.0
D,8800,2022-02-13,4.0
D,23020,2022-06-19,20.0
D,93679,2022-08-01,1.0
A,259,2022-05-17,4.0
E,36808,2022-03-20,11.0
E,2806,2022-07-30,7.0
A,123307,2022-02-27,153.0
D,102769,2022-03-21,1.0
D,123478,2022-05-21,7.0
D,116836,2022-06-13,7.0
D,36808,2022-06-15,2.0
B,23785,2022-04-04,17.0
B,23785,2022-07-01,3.0
C,23911,2022-07-15,2.0
C,120994,2022-08-26,3.0
C,232,2022-10-01,1.0
E,40381,2022-03-30,6.0
E,1672,2022-08-10,3.0
A,1231,2022-03-16,7.0
A,123307,2022-07-15,126.0
D,7396,2022-02-06,4.0
D,29311,2022-04-01,1.0
D,94336,2022-07-02,3.0
D,6163,2022-07-29,13.0
D,110077,2022-10-10,3.0
D,40381,2022-10-10,9.0
A,57976,2022-08-11,2.0
A,3427,2022-08-18,2.0
B,42154,2022-04-25,10.065999984741211
B,29941,2022-07-03,7.0
A,10366,2022-05-27,3.0
D,232,2022-03-13,6.0
C,110320,2022-03-22,4.0
C,4705,2022-04-11,14.0
A,117376,2022-09-19,1.0
B,259,2022-04-09,14.0
A,232,2022-05-08,4.0
D,7108,2022-07-03,2.0
C,10042,2022-03-10,2.0
C,11509,2022-04-26,12.0
C,36808,2022-05-30,45.0
C,57976,2022-07-22,3.0
C,46150,2022-09-05,11.0
C,102490,2022-09-28,7.234000086784363
A,116836,2022-08-20,15.0
C,24136,2022-03-07,3.0
C,117736,2022-06-27,15.0
C,1672,2022-07-12,4.0
B,18223,2022-06-22,137.0
A,11293,2022-05-28,13.0
D,98809,2022-05-07,42.0
D,18223,2022-07-30,367.0
C,6856,2022-08-28,8.0
A,123586,2022-02-22,1.0
D,18223,2022-05-01,176.0
E,19114,2022-03-21,2.0
E,102490,2022-04-30,27.149999916553497
E,1672,2022-06-19,12.0
E,898,2022-07-18,22.0
D,91438,2022-03-05,12.0
D,25081,2022-04-30,14.0
D,123307,2022-05-27,182.0
D,117745,2022-08-08,6.0
D,6856,2022-09-04,2.0
C,96136,2022-02-12,2.0080000162124634
C,898,2022-04-26,194.0
C,123307,2022-05-07,293.0
A,11419,2022-01-26,2.0
A,11293,2022-01-30,9.0
A,40939,2022-02-22,3.0
A,101635,2022-05-14,3.0
A,610,2022-08-22,1.0
D,101635,2022-07-22,2.0
B,124414,2022-03-17,1.0
A,117376,2022-05-19,7.0
A,123307,2022-09-26,77.0
D,123307,2022-08-13,64.0
D,11293,2022-09-02,15.0
D,114658,2022-09-27,2.0
B,23938,2022-04-08,6.0
B,14947,2022-05-01,3.0
C,123307,2022-10-18,60.0
A,36808,2022-05-14,126.0
A,40201,2022-07-16,3.0
D,111382,2022-02-14,4.0
D,105622,2022-03-19,1.0
D,96136,2022-08-07,16.19000017642975
D,95137,2022-09-09,8.0
A,3679,2022-09-27,11.0
A,76399,2022-09-30,7.0
C,43738,2022-05-30,7.0
C,36808,2022-07-15,44.0
B,92491,2022-04-02,4.0
B,106054,2022-07-17,2.0
E,123307,2022-03-18,14.0
A,42154,2022-04-09,25.348000168800354
A,41488,2022-04-16,1.0
D,123307,2022-01-29,64.0
D,95137,2022-02-13,6.0
D,99457,2022-03-09,3.0
D,123307,2022-05-30,112.0
D,104470,2022-06-22,17.0
D,94345,2022-09-30,6.0
A,40381,2022-09-03,13.0
A,104470,2022-09-21,7.0
B,111382,2022-06-26,1.0
B,123307,2022-07-08,84.0
A,27979,2022-01-29,1.0
D,10213,2022-01-25,1.0
D,96136,2022-02-25,28.438999891281128
D,115846,2022-09-25,11.0
D,40939,2022-10-02,6.0
A,105604,2022-02-26,6.0
C,23938,2022-05-03,4.0
B,46591,2022-09-02,16.0
B,18223,2022-04-21,79.0
B,18223,2022-05-26,129.0
D,18223,2022-05-26,133.0
D,98809,2022-07-15,71.0
C,43738,2022-08-09,4.0
C,108007,2022-09-24,2.0
A,36808,2022-09-27,56.0
C,119554,2022-03-02,29.0
E,117187,2022-03-20,1.0
E,36808,2022-03-27,5.0
E,46150,2022-05-30,4.0
B,11293,2022-04-04,11.0
B,29653,2022-08-06,13.0
B,123307,2022-10-14,35.0
D,95443,2022-02-21,4.0
D,110320,2022-02-23,13.0
D,107863,2022-05-08,8.0
D,2806,2022-10-10,7.0
A,12355,2022-03-01,3.0
A,121174,2022-04-26,6.0
A,4597,2022-05-07,2.0
A,107836,2022-05-19,14.0
C,43135,2022-05-22,2.0
C,25000,2022-06-03,3.0
B,23146,2022-03-24,2.0
C,36808,2022-08-25,22.0
B,107224,2022-05-31,2.0
B,100501,2022-07-04,1.0
D,91438,2022-03-12,15.0
D,100501,2022-05-15,2.0
A,116836,2022-07-14,25.0
B,9979,2022-04-30,7.0
D,40381,2022-02-09,11.0
D,123307,2022-08-21,97.0
D,95119,2022-09-25,3.0
D,123307,2022-10-09,93.0
A,40759,2022-09-15,17.0
B,46150,2022-03-20,2.0
B,117736,2022-05-08,45.0
B,6856,2022-10-07,3.0
C,898,2022-09-03,48.0
C,117520,2022-09-14,11.0
E,40381,2022-08-29,4.0
A,42685,2022-04-18,11.0
A,120418,2022-04-26,16.0
A,102490,2022-06-28,34.34399974346161
D,110320,2022-01-23,26.0
D,952,2022-07-16,4.0
D,40759,2022-08-26,9.0
A,117925,2022-09-27,4.0
A,46150,2022-10-09,4.0
C,120994,2022-05-12,19.0
B,43135,2022-07-18,10.0
B,29653,2022-08-02,15.0
E,4741,2022-03-15,1.0
A,31579,2022-04-04,2.0
A,43738,2022-06-14,2.0
A,232,2022-07-18,1.0
D,118033,2022-05-23,1.0
D,4741,2022-05-24,1.0
A,6163,2022-09-27,5.0
B,119554,2022-06-18,15.0
A,105604,2022-02-07,9.0
A,95119,2022-06-13,2.0
D,3679,2022-03-18,4.0
D,119554,2022-05-20,16.0
C,259,2022-03-09,9.0
C,8800,2022-05-07,13.0
A,4741,2022-05-12,2.0
A,268,2022-07-21,2.0
C,36808,2022-02-15,46.0
C,29653,2022-03-25,9.0
C,121129,2022-06-25,1.0
A,110860,2022-04-23,3.0
D,18223,2022-06-25,195.0
D,18223,2022-06-30,160.0
C,92482,2022-10-03,2.0
A,2977,2022-04-11,3.0
A,117925,2022-06-05,54.0
D,117520,2022-09-16,16.0
C,3652,2022-08-24,9.0
A,40759,2022-09-04,16.0
E,123307,2022-07-13,18.0
B,92491,2022-05-02,2.0
B,40759,2022-08-13,7.0
D,12355,2022-04-22,13.0
D,13948,2022-07-06,4.0
D,40759,2022-09-14,7.0
A,118033,2022-02-02,5.0
A,117196,2022-05-31,2.0
C,898,2022-04-25,24.0
C,43738,2022-07-09,50.0
B,42685,2022-03-13,27.0
B,36808,2022-03-19,42.0
E,117610,2022-04-28,7.0
A,11293,2022-02-21,3.0
A,102490,2022-03-20,25.651999592781067
A,119554,2022-04-10,16.0
D,36808,2022-03-03,52.0
D,42685,2022-08-14,35.0
A,223,2022-04-02,8.0
A,36808,2022-05-15,64.0
B,112219,2022-03-23,1.0
A,23785,2022-02-05,6.0
D,91438,2022-03-13,8.0
D,55879,2022-04-01,8.0
C,13795,2022-01-23,3.0
B,92482,2022-03-27,2.0
B,121174,2022-04-16,1.0
C,9979,2022-04-14,7.0
B,55879,2022-08-14,1.0
B,39238,2022-09-25,1.0
C,36808,2022-07-28,37.0
C,898,2022-08-30,25.0
A,124396,2022-04-07,3.0
A,110860,2022-05-05,8.0
D,123703,2022-05-07,1.0
D,898,2022-09-15,18.0
D,110356,2022-09-17,3.0
D,4705,2022-10-04,16.0
D,91438,2022-10-11,10.0
C,10204,2022-10-08,30.0
C,42685,2022-08-18,39.0
C,105622,2022-06-06,7.0
C,8800,2022-07-16,11.0
B,898,2022-08-02,15.0
B,123307,2022-09-11,52.0
E,31579,2022-07-12,5.0
D,13741,2022-02-04,2.0
B,11509,2022-08-22,5.0
B,29653,2022-07-13,6.0
B,91438,2022-08-09,6.0
A,40759,2022-03-09,10.0
D,116836,2022-04-26,12.0
D,673,2022-05-12,1.0
D,12355,2022-06-26,3.0
D,57976,2022-09-27,1.0
C,1204,2022-07-12,2.0
C,57058,2022-08-21,3.0
D,55879,2022-04-30,11.0
B,98809,2022-08-06,39.0
D,18223,2022-06-26,181.0
D,18223,2022-07-12,216.0
E,10654,2022-08-28,1.0
A,36808,2022-09-11,105.0
A,43135,2022-03-18,10.0
D,898,2022-01-28,5.0
D,36808,2022-02-15,66.0
B,18223,2022-07-24,142.0
D,18223,2022-03-19,173.0
E,123307,2022-06-07,22.0
E,11293,2022-08-05,3.0
B,9925,2022-08-26,2.0
B,6856,2022-09-06,4.0
D,6163,2022-03-01,12.0
D,117610,2022-04-20,26.0
D,113110,2022-06-17,1.0
D,29653,2022-06-30,13.0
D,117736,2022-09-12,11.0
D,116836,2022-09-17,7.0
A,4705,2022-03-27,13.0
C,119779,2022-03-11,5.0
C,322,2022-06-14,1.0
C,898,2022-07-17,48.0
B,3679,2022-05-19,6.0
E,123307,2022-05-18,48.0
E,29941,2022-08-14,5.0
A,42154,2022-03-07,27.26800036430359
A,117925,2022-05-23,8.0
D,259,2022-02-11,5.0
C,119554,2022-02-24,47.0
C,110338,2022-03-22,1.0
E,46150,2022-07-18,3.0
A,23911,2022-04-29,4.0
A,36808,2022-09-06,85.0
B,13552,2022-04-01,1.0
B,11509,2022-07-09,4.0
B,6163,2022-08-24,4.0
B,92482,2022-09-28,4.0
C,43279,2022-08-05,1.0
E,40381,2022-05-18,3.0
A,117520,2022-03-10,40.0
A,1132,2022-07-02,1.0
D,9925,2022-07-10,3.0
D,43405,2022-08-21,4.0
D,111382,2022-09-30,4.0
A,42685,2022-08-09,32.0
A,104470,2022-09-29,11.0
A,123307,2022-08-19,122.0
C,117286,2022-09-14,8.0
B,117520,2022-06-17,14.0
B,96136,2022-07-12,4.1700000166893005
B,92491,2022-09-22,1.0
A,10654,2022-02-15,2.0
A,110320,2022-03-07,17.0
A,36808,2022-08-02,79.0
D,36808,2022-05-03,58.0
D,114658,2022-05-12,5.0
D,268,2022-08-20,9.0
D,116836,2022-09-30,8.0
C,898,2022-08-15,43.0
A,268,2022-09-09,6.0
B,259,2022-07-03,5.0
A,110356,2022-02-13,2.0
A,122686,2022-05-15,4.0
D,123307,2022-03-14,38.0
A,108862,2022-07-02,1.0
D,4597,2022-04-15,1.0
A,95137,2022-07-24,11.0
D,6163,2022-05-16,15.0
D,898,2022-09-03,37.0
C,95119,2022-07-04,5.0
B,98809,2022-05-08,17.0
B,18223,2022-08-19,158.0
A,117610,2022-04-07,71.0
D,18223,2022-01-25,124.0
C,29653,2022-05-20,3.0
D,29653,2022-08-11,19.0
E,6640,2022-05-07,6.0
B,19123,2022-02-17,1.0
E,36808,2022-06-28,24.0
B,117925,2022-04-28,3.0
D,123307,2022-01-27,105.0
D,124414,2022-02-23,3.0
D,96136,2022-06-01,8.92199981212616
D,529,2022-06-13,1.0
C,13795,2022-02-19,3.0
C,57058,2022-05-29,3.0
B,124396,2022-03-31,2.0
E,96136,2022-04-12,9.028000116348267
A,117376,2022-01-30,3.0
A,42154,2022-02-14,29.673999786376953
D,93679,2022-03-21,1.0
A,36808,2022-10-02,129.0
D,122560,2022-05-14,1.0
D,113281,2022-06-07,4.0
D,96136,2022-07-01,36.43000030517578
A,123307,2022-07-18,158.0
B,322,2022-08-14,2.0
C,117196,2022-03-20,2.0
C,3427,2022-09-23,11.0
D,94345,2022-06-27,4.0
A,120400,2022-09-21,5.0
B,55879,2022-03-22,2.0
B,898,2022-09-21,16.0
C,123307,2022-10-10,75.0
E,529,2022-05-18,3.0
D,3526,2022-01-27,1.0
D,57058,2022-02-12,2.0
D,42847,2022-02-17,4.0
D,123307,2022-05-05,178.0
C,23146,2022-04-24,4.0
C,102490,2022-05-05,31.664000391960144
C,117736,2022-05-14,38.0
B,36808,2022-09-05,37.0
A,119554,2022-01-30,10.0
A,43135,2022-03-09,13.0
A,12220,2022-03-28,2.0
A,6856,2022-05-30,2.0
D,9979,2022-03-25,4.0
C,10906,2022-02-08,1.0
