stg_outlet_cd,stg_item_cd,DATE_ID,sales_qty
D,108007,2022-05-01,2.0
A,117358,2022-09-23,1.0
B,40381,2022-07-18,2.0
D,10213,2022-02-20,1.0
B,23020,2022-06-28,2.0
A,7396,2022-05-30,2.0
C,14848,2022-07-23,3.0
C,11230,2022-08-27,1.0
D,40759,2022-07-14,1.0
A,1204,2022-05-29,1.0
B,19114,2022-01-27,2.0
B,29653,2022-09-10,5.0
D,94345,2022-07-31,1.0
C,41488,2022-06-20,3.0
D,9979,2022-07-30,1.0
A,10924,2022-10-16,2.0
A,108862,2022-09-24,2.0
D,120418,2022-04-23,3.0
C,97531,2022-03-24,2.0
A,11509,2022-10-17,3.0
D,117187,2022-06-01,3.0
C,952,2022-03-08,2.0
E,10105,2022-06-20,1.0
E,41488,2022-04-19,1.0
E,952,2022-07-05,1.0
D,4741,2022-03-11,3.0
A,23371,2022-07-08,4.0
E,104470,2022-04-21,1.0
B,110077,2022-02-01,2.0
C,107863,2022-10-02,2.0
E,259,2022-04-19,1.0
E,97486,2022-05-30,1.0
E,30454,2022-09-18,1.0
A,124414,2022-02-18,1.0
D,3427,2022-06-07,4.0
A,10654,2022-10-15,1.0
A,57976,2022-10-15,1.0
B,23911,2022-02-21,1.0
C,3292,2022-03-04,1.0
B,107836,2022-05-04,3.0
E,110878,2022-05-21,9.0
B,110320,2022-02-11,2.0
B,95119,2022-03-14,2.0
E,123478,2022-07-05,1.0
B,12220,2022-09-12,1.0
B,13795,2022-07-31,2.0
A,64816,2022-02-09,3.0
A,10366,2022-04-24,2.0
B,98584,2022-02-27,1.0
C,111382,2022-02-01,2.0
C,9925,2022-04-21,3.0
E,107269,2022-08-03,1.0
D,25081,2022-03-24,5.0
D,110077,2022-03-27,1.0
D,100501,2022-09-03,2.0
A,117925,2022-04-05,6.0
D,97486,2022-10-18,3.0
A,43738,2022-03-01,3.0
D,25000,2022-09-05,1.0
A,45115,2022-05-08,2.0
A,4732,2022-05-26,1.0
A,41686,2022-08-05,4.0
A,43738,2022-01-25,2.0
C,41686,2022-08-04,2.0
D,30778,2022-04-04,3.0
B,42658,2022-03-17,1.0
C,41488,2022-02-25,4.0
E,40759,2022-04-09,1.0
B,40201,2022-06-12,2.0
A,76399,2022-07-16,1.0
D,1672,2022-01-30,5.0
C,11230,2022-03-19,1.0
D,12814,2022-10-17,1.0
D,42928,2022-03-13,1.0
D,10591,2022-04-07,1.0
A,4741,2022-03-29,1.0
B,119185,2022-07-11,1.0
E,92491,2022-06-25,2.0
E,105622,2022-07-30,2.0
D,57976,2022-01-28,1.0
A,118033,2022-08-20,6.0
A,15352,2022-09-30,4.0
C,25000,2022-02-01,1.0
D,10195,2022-03-21,2.0
D,40309,2022-04-08,1.0
D,29941,2022-06-21,3.0
D,93679,2022-08-18,1.0
D,116962,2022-08-26,3.0
B,4732,2022-09-03,1.0
C,592,2022-10-11,1.0
C,30778,2022-06-04,1.0
C,108862,2022-04-04,2.0
B,8800,2022-05-07,2.0
D,529,2022-05-08,2.0
B,30778,2022-04-06,1.0
E,898,2022-08-11,5.0
B,1852,2022-07-09,2.0
D,107809,2022-05-31,4.0
A,110320,2022-09-15,3.0
D,110230,2022-07-18,1.0
C,6163,2022-08-02,2.0
D,5551,2022-02-25,1.0
D,3652,2022-03-18,1.0
D,116962,2022-03-28,2.0
D,106054,2022-09-16,3.0
B,57976,2022-07-08,2.0
D,46591,2022-03-14,1.0
B,42154,2022-03-18,6.634000182151794
D,46150,2022-10-08,1.0
B,9925,2022-03-13,4.0
D,55879,2022-02-08,2.0
D,42847,2022-02-08,1.0
D,1852,2022-03-28,2.0
A,88,2022-07-31,1.0
E,115846,2022-07-15,1.0
B,108007,2022-02-10,1.0
E,10375,2022-07-08,1.0
B,736,2022-02-13,1.0
B,111976,2022-07-29,1.0
E,10195,2022-04-19,1.0
E,40759,2022-08-14,1.0
C,104254,2022-05-21,1.0
B,12670,2022-02-12,4.0
A,1132,2022-09-16,1.0
B,16000,2022-06-08,1.0
A,46150,2022-04-14,2.0
C,25081,2022-02-19,2.0
D,40309,2022-02-20,1.0
C,12247,2022-02-19,2.0
D,4705,2022-07-22,2.0
B,116962,2022-02-14,1.0
C,92482,2022-08-25,5.0
E,97531,2022-06-20,1.0
E,102769,2022-07-08,1.0
E,117376,2022-03-19,1.0
A,93679,2022-03-06,1.0
B,4732,2022-03-27,1.0
B,93679,2022-07-05,1.0
D,41164,2022-07-01,1.0
C,100537,2022-08-31,2.0
B,107269,2022-10-01,1.0
C,10924,2022-02-20,1.0
C,121714,2022-07-04,1.0
D,29941,2022-08-22,3.0
B,107836,2022-01-25,1.0
B,108862,2022-04-13,1.0
B,104470,2022-01-26,4.0
A,117610,2022-05-27,2.0
A,42154,2022-06-06,1.0019999742507935
A,124396,2022-04-13,2.0
C,4930,2022-07-26,1.0
E,259,2022-04-26,1.0
E,117610,2022-06-11,1.0
B,119707,2022-06-12,1.0
A,43504,2022-01-26,1.0
B,94345,2022-04-02,2.0
B,23938,2022-02-17,1.0
B,111868,2022-05-28,1.0
C,44989,2022-08-10,2.0
E,43135,2022-04-02,3.0
C,15352,2022-07-26,2.0
B,111976,2022-05-27,1.0
B,13795,2022-08-21,2.0
D,46150,2022-03-30,1.0
D,105622,2022-06-15,1.0
A,123703,2022-10-16,1.0
C,123280,2022-03-07,1.0
C,94876,2022-04-06,2.0
C,529,2022-02-12,2.0
B,94336,2022-05-26,2.0
C,118033,2022-08-18,1.0
E,96136,2022-07-24,0.5019999742507935
B,40939,2022-05-03,1.0
D,97486,2022-07-08,1.0
C,13795,2022-02-15,1.0
B,9637,2022-05-03,1.0
B,118033,2022-06-05,2.0
A,40939,2022-03-19,2.0
A,91438,2022-06-30,10.0
B,122803,2022-07-25,2.0
A,10654,2022-04-20,1.0
C,114658,2022-07-05,1.0
C,9925,2022-07-19,1.0
E,43405,2022-06-18,1.0
C,113281,2022-03-10,2.0
E,4597,2022-06-27,1.0
B,10591,2022-02-18,2.0
B,110806,2022-02-09,1.0
B,76399,2022-07-26,4.0
D,124414,2022-09-06,2.0
B,40939,2022-03-17,2.0
B,9979,2022-06-15,1.0
C,23146,2022-04-04,3.0
D,45115,2022-08-07,2.0
C,112219,2022-05-23,1.0
C,111985,2022-07-20,4.0
C,11509,2022-03-11,1.0
E,4732,2022-09-27,1.0
A,24136,2022-06-30,2.0
D,116962,2022-02-19,1.0
A,112219,2022-08-25,1.0
B,45484,2022-03-24,2.0
B,10213,2022-04-13,1.0
B,23146,2022-07-07,1.0
B,30454,2022-07-25,3.0
C,7072,2022-05-28,3.0
C,120418,2022-07-12,2.0
E,3022,2022-05-13,2.0
A,106054,2022-05-04,4.0
A,27790,2022-07-10,2.0
D,45115,2022-02-17,1.0
D,110356,2022-10-16,3.0
B,118033,2022-04-23,3.0
D,123730,2022-05-17,4.0
C,122740,2022-03-09,1.0
C,113281,2022-08-07,1.0
A,123667,2022-07-08,2.0
E,12670,2022-03-18,1.0
C,10105,2022-05-01,2.0
D,123586,2022-05-19,2.0
D,14947,2022-07-24,3.0
B,10105,2022-09-26,2.0
D,9637,2022-09-30,2.0
C,14947,2022-07-31,2.0
D,111868,2022-07-31,1.0
C,538,2022-09-09,3.0
D,88,2022-04-07,1.0
C,112219,2022-09-14,1.0
D,6856,2022-04-22,3.0
C,92482,2022-08-26,1.0
E,116062,2022-04-02,3.0
E,43279,2022-07-12,1.0
A,4165,2022-08-04,1.0
A,3427,2022-10-06,2.0
C,3292,2022-01-25,10.0
B,110860,2022-06-29,1.0
C,3022,2022-05-17,1.0
D,55906,2022-02-20,1.0
D,121129,2022-07-17,1.0
D,10060,2022-09-12,1.0
D,117187,2022-10-07,2.0
C,40759,2022-06-27,2.0
C,6640,2022-07-11,2.0
C,108862,2022-07-28,2.0
B,10213,2022-03-26,1.0
C,76399,2022-03-11,4.0
C,124396,2022-04-26,3.0
E,41488,2022-04-22,1.0
D,1204,2022-01-28,2.0
C,42847,2022-02-20,3.0
D,123703,2022-02-12,1.0
B,119779,2022-02-18,2.0
C,44989,2022-08-09,2.0
C,110806,2022-07-10,1.0
B,1681,2022-03-19,2.0
B,13480,2022-07-14,2.0
D,41686,2022-01-22,3.0
A,23020,2022-02-25,2.0
D,112219,2022-03-11,2.0
A,117358,2022-09-30,1.0
C,1672,2022-01-22,2.0
E,11509,2022-04-24,5.0
C,43738,2022-01-26,2.0
A,322,2022-06-23,1.0
A,121174,2022-09-13,2.0
A,3427,2022-10-14,1.0
D,117376,2022-03-29,1.0
B,124414,2022-06-21,1.0
E,123730,2022-04-07,6.0
E,11293,2022-05-04,1.0
D,116062,2022-04-17,1.0
A,3328,2022-04-08,3.0
A,110356,2022-07-22,3.0
D,1852,2022-07-23,4.0
A,1186,2022-02-02,2.0
C,110338,2022-04-02,1.0
C,592,2022-03-10,7.0
C,95137,2022-03-16,3.0
E,116836,2022-07-07,3.0
E,117520,2022-08-09,1.0
E,3427,2022-04-15,4.0
E,529,2022-10-04,1.0
D,45115,2022-06-03,1.0
C,25081,2022-03-09,2.0
D,111382,2022-05-19,8.0
A,4741,2022-03-30,1.0
D,110671,2022-07-17,1.0
A,142,2022-05-12,1.0
E,116062,2022-09-01,1.0
E,13741,2022-09-12,1.0
C,23371,2022-04-12,1.0
C,12814,2022-07-04,1.0
E,124396,2022-04-01,2.0
A,23785,2022-03-14,1.0
A,114658,2022-08-02,1.0
B,6163,2022-07-11,5.0
A,43405,2022-03-26,1.0
D,120400,2022-04-23,1.0
A,94948,2022-02-22,1.0
D,123703,2022-07-17,1.0
D,121174,2022-08-30,3.0
C,120994,2022-10-06,2.0
B,44989,2022-06-05,1.0
B,116962,2022-07-11,3.0
D,23911,2022-02-10,1.0
D,97486,2022-07-10,2.0
B,55879,2022-06-03,2.0
A,538,2022-06-11,2.0
B,121174,2022-03-26,2.0
E,27790,2022-05-09,2.0
B,1681,2022-04-26,1.0
C,117187,2022-06-12,6.0
B,45115,2022-04-21,1.0
B,25081,2022-06-28,4.0
B,40381,2022-07-05,2.0
C,3940,2022-05-13,1.0
C,121039,2022-08-08,1.0
E,113281,2022-07-12,1.0
A,1132,2022-06-10,2.0
D,120418,2022-08-14,2.0
D,110806,2022-10-16,1.0
C,6640,2022-07-21,2.0
A,108007,2022-02-22,1.0
C,111337,2022-02-12,1.0
C,11842,2022-04-04,1.0
A,93679,2022-07-01,1.0
A,97531,2022-07-13,1.0
A,92482,2022-07-25,3.0
A,76399,2022-10-12,2.0
C,116962,2022-07-15,3.0
C,19114,2022-08-13,1.0
B,538,2022-04-05,1.0
E,119554,2022-05-17,1.0
B,111976,2022-07-09,2.0
D,117745,2022-05-02,7.0
A,91438,2022-07-21,1.0
C,43279,2022-01-25,2.0
C,3328,2022-08-31,1.0
D,14848,2022-02-20,1.0
D,25081,2022-05-07,3.0
A,120400,2022-08-05,1.0
D,107836,2022-09-09,3.0
C,106054,2022-05-09,1.0
D,111382,2022-08-21,2.0
C,1681,2022-03-27,1.0
C,12166,2022-03-30,2.0
C,610,2022-04-29,1.0
E,30454,2022-06-18,1.0
B,25000,2022-06-05,1.0
B,95119,2022-01-29,2.0
A,3940,2022-02-12,1.0
B,322,2022-08-26,1.0
B,304,2022-04-15,2.0
B,124414,2022-10-08,1.0
E,119761,2022-06-12,1.0
A,43279,2022-01-27,1.0
A,101635,2022-03-16,2.0
B,117610,2022-08-27,2.0
A,45169,2022-03-12,2.0
C,114658,2022-07-13,3.0
A,118033,2022-10-14,3.0
C,27133,2022-09-30,1.0
C,102769,2022-05-15,2.0
E,110860,2022-04-12,4.0
E,91438,2022-06-08,3.0
B,110860,2022-08-13,3.0
D,124396,2022-02-13,1.0
B,3328,2022-08-08,3.0
E,93679,2022-09-28,1.0
D,232,2022-04-22,3.0
D,94876,2022-07-10,2.0
A,111382,2022-06-06,3.0
E,11293,2022-09-04,2.0
B,110356,2022-09-16,2.0
C,107224,2022-09-15,2.0
E,91438,2022-07-22,1.0
E,1942,2022-08-01,1.0
A,43504,2022-04-27,1.0
D,55879,2022-02-25,4.0
C,31579,2022-09-07,1.0
B,223,2022-03-07,1.0
A,3283,2022-04-01,8.0
D,120994,2022-07-15,4.0
C,64816,2022-08-04,2.0
A,101635,2022-03-29,2.0
E,23911,2022-05-15,1.0
C,1852,2022-09-25,3.0
C,40939,2022-10-01,1.0
E,101635,2022-04-06,4.0
E,45484,2022-04-18,1.0
E,4732,2022-07-08,1.0
D,11419,2022-03-10,1.0
D,101941,2022-07-08,4.0
D,10852,2022-10-17,2.0
C,43279,2022-08-27,1.0
C,117196,2022-06-25,1.0
B,118033,2022-04-02,7.0
B,57058,2022-06-02,2.0
C,673,2022-09-19,2.0
A,4930,2022-03-18,1.0
C,97531,2022-02-01,1.0
A,95443,2022-04-27,2.0
B,75463,2022-05-02,1.0
E,117520,2022-05-31,3.0
C,92491,2022-08-12,1.0
A,23020,2022-10-10,2.0
C,55879,2022-05-23,2.0
D,11509,2022-02-09,1.0
C,25081,2022-10-16,1.0
B,120994,2022-07-03,3.0
D,108412,2022-03-21,1.0
A,6640,2022-07-20,1.0
D,9637,2022-07-19,2.0
D,121957,2022-02-16,1.0
D,110527,2022-05-14,2.0
C,107269,2022-08-05,1.0
E,23938,2022-09-03,1.0
C,30778,2022-02-26,4.0
C,10591,2022-04-19,2.0
B,123694,2022-08-17,1.0
D,111382,2022-04-18,5.0
D,41686,2022-02-06,3.0
A,119779,2022-03-20,4.0
A,10105,2022-10-06,1.0
D,107809,2022-07-17,2.0
E,23938,2022-04-05,2.0
A,110122,2022-07-26,1.0
B,29941,2022-10-01,1.0
A,4705,2022-02-18,1.0
C,107224,2022-02-16,2.0
C,3022,2022-03-03,1.0
C,111337,2022-09-02,1.0
D,44989,2022-06-24,1.0
D,108007,2022-08-25,2.0
C,110122,2022-02-17,6.0
C,12355,2022-05-16,2.0
A,76399,2022-02-05,1.0
A,122686,2022-08-23,1.0
B,117610,2022-02-18,1.0
A,13741,2022-03-01,2.0
A,118033,2022-07-07,2.0
C,122686,2022-03-01,2.0
C,2311,2022-06-11,1.0
C,25081,2022-06-21,1.0
C,114658,2022-01-22,1.0
C,40381,2022-05-23,2.0
B,25000,2022-01-31,1.0
B,10375,2022-10-11,1.0
A,1231,2022-03-12,1.0
A,107863,2022-06-22,3.0
B,1132,2022-10-14,1.0
A,2311,2022-04-21,1.0
A,12355,2022-09-17,3.0
C,45484,2022-02-03,1.0
C,13948,2022-10-13,2.0
A,4732,2022-06-25,1.0
D,11230,2022-06-17,1.0
D,124396,2022-07-16,1.0
D,97531,2022-10-03,1.0
C,121039,2022-08-05,2.0
A,94345,2022-07-15,1.0
C,1681,2022-02-27,1.0
A,121714,2022-06-07,6.0
C,124396,2022-07-06,3.0
A,9637,2022-08-10,1.0
B,99457,2022-02-05,2.0
B,7396,2022-07-13,1.0
E,99457,2022-03-29,1.0
A,2806,2022-02-25,2.0
A,92482,2022-09-24,1.0
B,223,2022-04-28,1.0
E,952,2022-06-04,1.0
A,57976,2022-02-05,2.0
D,106054,2022-07-28,3.0
B,55879,2022-07-17,1.0
D,98809,2022-10-10,2.0
A,4930,2022-06-27,2.0
C,45169,2022-03-05,2.0
D,4741,2022-02-05,1.0
C,97486,2022-04-21,1.0
B,113281,2022-05-09,3.0
B,110860,2022-05-19,1.0
B,120994,2022-06-04,1.0
E,116836,2022-07-25,2.0
D,110527,2022-07-07,1.0
E,952,2022-07-15,1.0
A,43135,2022-04-20,5.0
B,117187,2022-02-12,3.0
B,29653,2022-06-15,3.0
B,122767,2022-06-26,4.0
A,10213,2022-02-20,2.0
D,10906,2022-06-17,1.0
C,95137,2022-04-28,4.0
B,93679,2022-03-23,1.0
E,13948,2022-04-10,1.0
A,101635,2022-03-07,5.0
D,117736,2022-08-06,13.0
B,95443,2022-05-06,1.0
C,673,2022-09-10,2.0
A,3940,2022-06-17,1.0
A,1942,2022-06-04,1.0
A,7396,2022-04-02,1.0
E,107863,2022-08-28,1.0
B,6640,2022-02-01,3.0
B,40201,2022-04-02,1.0
C,43135,2022-03-26,3.0
C,117745,2022-05-24,3.0
B,10105,2022-04-26,1.0
C,9925,2022-04-12,1.0
D,12220,2022-05-21,1.0
D,104470,2022-02-09,2.0
A,122830,2022-03-20,1.0
D,123694,2022-04-27,3.0
D,47140,2022-05-17,1.0
B,10213,2022-01-30,1.0
B,46150,2022-04-09,4.0
E,322,2022-09-09,1.0
B,41488,2022-06-15,1.0
D,120994,2022-02-03,3.0
B,29941,2022-08-10,2.0
B,119554,2022-07-03,10.0
B,122686,2022-10-16,1.0
A,111868,2022-03-27,1.0
B,123730,2022-09-11,2.0
E,304,2022-04-11,1.0
E,45169,2022-04-24,4.0
C,92491,2022-09-26,1.0
B,117736,2022-08-23,2.0
B,6640,2022-05-25,2.0
A,102490,2022-03-01,20.216000080108643
C,110077,2022-02-03,2.0
E,3751,2022-07-08,1.0
B,42928,2022-06-05,1.0
D,111382,2022-01-24,5.0
D,11509,2022-03-07,2.0
E,1132,2022-09-11,1.0
C,123586,2022-03-08,2.0
C,120418,2022-06-20,3.0
E,99457,2022-05-13,1.0
D,95443,2022-09-10,2.0
C,111868,2022-08-18,3.0
E,40201,2022-06-22,6.0
D,122830,2022-03-02,1.0
C,13795,2022-05-23,3.0
C,11293,2022-01-22,3.0
E,121039,2022-06-25,1.0
B,123694,2022-06-10,3.0
B,121039,2022-07-14,1.0
D,112219,2022-03-07,1.0
D,538,2022-05-30,1.0
C,304,2022-02-20,2.0
E,592,2022-05-18,1.0
E,29941,2022-07-20,1.0
A,117160,2022-09-26,1.0
B,117223,2022-02-03,1.0
B,7396,2022-02-16,4.0
B,92482,2022-07-17,4.0
C,41632,2022-04-29,2.0
E,117736,2022-08-12,4.0
A,529,2022-07-31,1.0
A,14848,2022-05-07,1.0
D,45115,2022-05-04,2.0
C,107863,2022-03-01,4.0
C,14848,2022-10-03,1.0
D,76399,2022-08-28,5.0
C,111868,2022-03-31,1.0
A,4705,2022-10-14,4.0
E,99250,2022-04-10,1.0
D,4930,2022-06-05,1.0
D,117610,2022-06-12,2.0
E,13795,2022-06-28,3.0
E,106054,2022-08-26,2.0
A,44989,2022-03-15,1.0
A,99250,2022-08-13,1.0
D,100501,2022-03-16,1.0
C,44989,2022-05-04,2.0
A,11842,2022-05-31,1.0
C,12040,2022-02-15,1.0
C,117376,2022-04-17,21.0
B,122560,2022-06-05,1.0
C,13948,2022-03-20,2.0
A,111337,2022-07-28,1.0
E,23020,2022-09-23,4.0
B,45169,2022-05-12,16.0
B,117160,2022-08-19,1.0
C,101941,2022-06-30,1.0
C,92482,2022-08-14,5.0
C,29941,2022-09-30,38.0
E,29653,2022-07-19,10.0
A,23020,2022-09-22,4.0
D,10852,2022-10-08,1.0
C,110122,2022-04-15,8.0
D,117610,2022-06-16,2.0
D,95119,2022-07-13,6.0
D,14848,2022-10-07,1.0
C,124414,2022-07-31,1.0
B,10213,2022-02-02,1.0
A,223,2022-03-13,2.0
A,117286,2022-04-28,1.0
C,120994,2022-08-14,2.0
B,100537,2022-04-18,1.0
A,23146,2022-03-05,1.0
D,46150,2022-04-30,3.0
C,23911,2022-04-29,1.0
E,102490,2022-04-12,0.777999997138977
E,117196,2022-03-14,1.0
D,117745,2022-07-16,1.0
D,673,2022-09-24,1.0
B,99250,2022-06-02,1.0
A,93895,2022-04-15,1.0
A,117160,2022-08-11,1.0
E,11293,2022-03-13,5.0
B,142,2022-02-18,1.0
B,76399,2022-04-04,4.0
E,10924,2022-08-10,1.0
C,3328,2022-08-05,2.0
B,95137,2022-04-23,1.0
C,100753,2022-05-15,3.0
C,42154,2022-07-20,2.0220000743865967
C,4705,2022-08-26,1.0
B,11230,2022-09-08,1.0
A,97531,2022-10-04,1.0
D,12040,2022-02-18,1.0
D,99457,2022-06-21,1.0
C,93895,2022-09-13,1.0
A,120418,2022-09-22,2.0
C,13795,2022-06-02,2.0
E,110122,2022-04-21,1.0
D,23938,2022-02-28,6.0
A,111868,2022-06-10,1.0
B,45421,2022-08-21,5.0
B,124414,2022-04-01,1.0
E,1852,2022-05-14,1.0
E,46150,2022-05-14,2.0
D,45115,2022-04-24,1.0
A,117376,2022-08-01,4.0
A,43405,2022-09-22,2.0
C,4480,2022-08-13,2.0
B,12814,2022-10-15,1.0
D,4741,2022-02-14,2.0
D,30778,2022-06-14,1.0
D,122830,2022-06-25,2.0
C,97486,2022-03-25,1.0
C,100501,2022-09-01,4.0
A,10213,2022-04-19,1.0
C,10366,2022-02-10,1.0
E,13795,2022-09-03,5.0
A,107836,2022-03-23,43.0
D,117745,2022-08-12,4.0
B,41488,2022-05-14,1.0
C,114658,2022-03-30,2.0
A,4741,2022-06-02,2.0
A,10609,2022-07-02,1.0
B,41164,2022-04-18,1.0
B,12220,2022-09-01,1.0
C,29941,2022-07-28,1.0
E,42685,2022-05-13,5.0
A,113281,2022-06-30,3.0
A,10366,2022-06-10,1.0
D,10195,2022-09-02,1.0
B,117286,2022-01-30,1.0
C,9925,2022-07-06,1.0
A,10375,2022-03-27,1.0
A,3292,2022-04-04,1.0
B,41164,2022-01-23,1.0
A,101635,2022-10-09,1.0
D,114658,2022-09-24,2.0
C,44989,2022-02-19,2.0
E,122740,2022-09-15,1.0
C,94336,2022-01-25,1.0
B,7396,2022-02-23,1.0
D,123667,2022-10-05,1.0
B,121714,2022-02-13,2.0
A,10213,2022-05-26,2.0
A,40309,2022-06-23,1.0
B,95299,2022-01-31,1.0
B,13741,2022-03-07,2.0
B,104470,2022-03-17,3.0
B,98584,2022-05-20,1.0
B,92482,2022-09-20,7.0
D,14848,2022-08-28,1.0
B,7396,2022-06-23,1.0
A,120418,2022-05-20,1.0
C,10924,2022-06-24,2.0
E,29941,2022-06-10,1.0
A,10852,2022-01-23,1.0
C,117610,2022-10-16,1.0
E,12355,2022-03-24,3.0
D,117376,2022-02-28,1.0
D,120418,2022-02-28,2.0
D,8800,2022-03-26,8.0
C,11230,2022-04-09,2.0
E,7108,2022-09-30,1.0
C,13795,2022-04-21,2.0
B,107224,2022-09-11,2.0
E,6640,2022-03-16,1.0
D,232,2022-04-18,1.0
D,268,2022-06-30,1.0
D,8800,2022-07-05,1.0
C,12247,2022-08-29,1.0
D,115846,2022-02-18,1.0
C,43279,2022-09-09,1.0
A,117196,2022-05-06,1.0
D,57058,2022-04-02,1.0
B,95137,2022-02-15,1.0
B,55906,2022-03-03,1.0
B,107836,2022-10-15,1.0
D,124414,2022-10-10,2.0
A,538,2022-02-27,4.0
B,1681,2022-07-06,1.0
A,110860,2022-08-23,4.0
D,10591,2022-03-30,2.0
E,1852,2022-10-02,1.0
E,268,2022-10-03,2.0
D,55906,2022-03-19,2.0
D,44989,2022-08-28,1.0
C,95119,2022-08-21,1.0
B,95137,2022-09-26,1.0
E,102967,2022-05-12,4.0
D,11419,2022-08-29,1.0
B,108862,2022-07-12,1.0
D,46150,2022-04-01,1.0
C,95119,2022-03-31,2.0
C,105622,2022-05-20,1.0
D,76399,2022-04-11,1.0
E,76399,2022-06-14,1.0
E,4705,2022-09-17,1.0
D,592,2022-02-08,1.0
B,110860,2022-07-21,2.0
E,43738,2022-09-01,1.0
C,4705,2022-08-09,4.0
E,91438,2022-04-06,1.0
C,110320,2022-02-04,2.0
C,95443,2022-02-01,1.0
D,223,2022-01-26,8.0
A,107224,2022-10-12,3.0
A,104254,2022-08-27,1.0
A,117196,2022-01-28,1.0
A,123478,2022-03-21,2.0
C,12247,2022-03-23,3.0
C,223,2022-05-08,4.0
D,45043,2022-04-23,1.0
C,108862,2022-08-02,2.0
D,3679,2022-04-01,2.0
C,111337,2022-08-18,1.0
C,40939,2022-09-08,3.0
A,123703,2022-03-05,1.0
C,4705,2022-02-27,2.0
C,10213,2022-10-02,3.0
A,116062,2022-10-04,1.0
C,122686,2022-10-13,3.0
E,11509,2022-09-14,2.0
D,24136,2022-02-01,4.0
D,117745,2022-09-07,2.0
B,6163,2022-10-07,4.0
A,538,2022-02-16,1.0
D,9925,2022-05-22,2.0
A,123478,2022-07-21,1.0
D,9637,2022-07-07,1.0
B,117610,2022-07-15,2.0
D,123730,2022-02-14,1.0
C,4705,2022-07-30,2.0
D,110077,2022-07-10,1.0
D,10042,2022-08-01,1.0
D,46591,2022-02-03,1.0
A,1204,2022-07-03,1.0
B,116962,2022-09-02,2.0
D,123730,2022-01-29,3.0
A,94345,2022-06-04,1.0
B,12031,2022-06-28,1.0
D,14947,2022-02-08,1.0
D,44989,2022-07-06,2.0
B,111985,2022-02-05,1.0
B,117736,2022-08-12,5.0
D,92482,2022-05-26,7.0
D,93913,2022-08-14,2.0
A,100177,2022-10-05,1.0
C,55879,2022-09-30,1.0
D,24136,2022-05-24,2.0
A,93913,2022-06-21,1.0
E,98809,2022-04-24,5.0
D,952,2022-02-04,1.0
B,3292,2022-06-23,5.0
C,30175,2022-08-01,4.0
A,117196,2022-10-03,2.0
B,107863,2022-01-24,2.0
C,123334,2022-01-29,2.0
A,110878,2022-03-26,3.0
A,124414,2022-05-17,1.0
C,120400,2022-09-01,1.0
D,259,2022-09-20,4.0
A,110527,2022-05-29,1.0
A,23146,2022-06-10,3.0
D,114658,2022-06-24,2.0
D,313,2022-07-23,1.0
C,25000,2022-05-01,1.0
E,117520,2022-07-16,2.0
D,110860,2022-06-10,5.0
D,92482,2022-07-17,3.0
A,121714,2022-01-24,3.0
A,117160,2022-05-05,2.0
B,1852,2022-07-27,1.0
B,107809,2022-02-18,2.0
A,92491,2022-09-25,3.0
C,121957,2022-01-22,1.0
B,295,2022-03-27,1.0
C,43279,2022-02-02,1.0
B,952,2022-09-02,3.0
A,105604,2022-03-26,2.0
A,1681,2022-01-28,1.0
A,9925,2022-05-26,1.0
D,99457,2022-06-23,2.0
C,39238,2022-06-24,1.0
A,42928,2022-04-26,1.0
E,117196,2022-08-14,1.0
B,111868,2022-08-12,1.0
C,99457,2022-06-28,1.0
C,108862,2022-05-14,2.0
B,118033,2022-01-31,1.0
B,30688,2022-08-13,1.0
A,673,2022-04-01,3.0
A,115846,2022-10-06,4.0
B,43135,2022-07-20,3.0
B,232,2022-08-25,1.0
B,12220,2022-06-02,1.0
E,1681,2022-10-01,4.0
E,40939,2022-07-13,3.0
E,46150,2022-08-01,1.0
D,106054,2022-05-07,2.0
D,117358,2022-09-23,1.0
E,105622,2022-09-06,3.0
B,111436,2022-10-13,1.0
A,110077,2022-04-19,2.0
A,116062,2022-06-14,3.0
D,12814,2022-09-10,1.0
C,45412,2022-04-17,1.0
B,1942,2022-04-20,1.0
C,101212,2022-03-30,2.0
E,14947,2022-08-20,2.0
C,57058,2022-09-02,2.0
A,117925,2022-04-15,3.0
A,10609,2022-03-30,1.0
E,29653,2022-08-24,1.0
C,120418,2022-04-19,1.0
B,10924,2022-01-22,3.0
A,3328,2022-03-24,2.0
A,23020,2022-06-23,1.0
A,23137,2022-07-29,1.0
C,117925,2022-04-15,1.0
A,57976,2022-03-25,1.0
A,24154,2022-03-16,1.0
B,232,2022-02-04,4.0
E,43738,2022-03-22,2.0
E,27790,2022-05-14,1.0
E,45115,2022-05-18,3.0
A,40201,2022-08-02,1.0
A,41686,2022-03-19,1.0
A,45484,2022-04-24,1.0
D,232,2022-05-24,1.0
B,23938,2022-09-28,3.0
A,673,2022-01-26,1.0
A,29896,2022-07-03,2.0
C,2806,2022-04-11,2.0
C,14947,2022-09-16,2.0
A,12031,2022-07-26,2.0
E,14947,2022-10-18,1.0
D,123694,2022-10-15,2.0
C,313,2022-09-30,4.0
E,117925,2022-04-24,1.0
A,44989,2022-02-05,1.0
B,12040,2022-04-10,1.0
C,118033,2022-10-08,1.0
E,10924,2022-04-14,1.0
E,110320,2022-05-22,1.0
