stg_item_cd,stg_item_sub_segment_desc_txt,stg_item_segment_desc_txt,stg_item_category_desc_txt,stg_item_sub_dept_desc_txt,stg_item_dept_desc_txt
1009681,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
2059,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
823957,Imported,Imported,Vinegar,Seasoning,Grocery
839590,Hair Removal Creams,Hair Removal Creams,Hair Remover,Hand & Body Care,Household
1028302,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
1037788,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
252079,Stain Removers,Stain Removers,Laundry Bleach,Laundry Care,Household
1026250,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
1111786,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
1008502,Specialist Laundry,Specialist Laundry,Washing Detergents,Laundry Care,Household
391120,Liquids,Laundry,Baby Washing Aids,Baby Needs,Household
264949,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
104704,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
77848,Umbrella,Umbrella,Umbrella,General Needs,Household
50344,Candle,Candle,Illumination,General Needs,Household
53197,Candle,Candle,Illumination,General Needs,Household
903004,Need Based Facial Cl,Facial Cleansers,Facial Cleansing,Facial Care,Household
135934,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
7180,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
138319,Plates,Plates,Plates,Party Ware,Household
421747,Razors,Razors,Shaving Accessories,Toiletries Men,Household
815866,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
42037,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
391237,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
363040,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
562120,Packets,Sesame,Sesame,Pulses,Grocery
819871,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
586942,Gram Flour,Gram Flour,Gram Flour,Flour,Grocery
125206,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1005811,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1047670,Sweat & Odour Contro,Sweat & Odour Control,Deodorants,Female Fragrance,Household
1096423,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
401884,Glass & Window Clean,Glass & Window Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
997657,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
1078585,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
77452,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
831985,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
98692,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
95551,Bottles,Regular,RTD,Juices,Beverages
834100,Cans,Regular,RTD,Juices,Beverages
55024,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1039606,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
715831,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
838150,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1087963,Whole,Pepper,Spices,Seasoning & Coconut Cream,Grocery
1062853,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
870046,Pickles,Pickles,Pickles,Condiments,Grocery
1101832,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
995740,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
904732,Hair Removal Creams,Hair Removal Creams,Hair Remover,Hand & Body Care,Household
1085776,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
226006,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
268810,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
902869,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
245536,Umbrella,Umbrella,Umbrella,General Needs,Household
49822,Candle,Candle,Illumination,General Needs,Household
871468,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
486646,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
155815,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1013245,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1113775,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
701251,Glass Bottles,Glass Bottles,Glass Bottles,Carbonated,Beverages
222136,Cans,Regular,RTD,Juices,Beverages
998512,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1094875,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
844450,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
1062871,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1024738,Local,Ambient Pudding,Sugar Confectionary,Confectionery,Grocery
825991,Pouch,Regular,Coconut Oil,Oils/Fats,Grocery
116935,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
957697,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
832030,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1012786,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
1096396,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
46582,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
902914,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
902734,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
971575,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
919015,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
66130,Umbrella,Umbrella,Umbrella,General Needs,Household
66940,Umbrella,Umbrella,Umbrella,General Needs,Household
660166,Candle,Candle,Illumination,General Needs,Household
1051702,Need Based Facial Cl,Facial Cleansers,Facial Cleansing,Facial Care,Household
98899,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
61144,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
1072852,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
846502,Bottles,Regular,RTD,Juices,Beverages
222748,Cans,Regular,RTD,Juices,Beverages
263842,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
53998,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
135808,Bags,Bags,Non Flavored Tea,Tea,Beverages
1062898,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
141442,Flavoured,Local,Flavoured/Cream/Fruit/Chocolate,Biscuits,Grocery
862540,Golden Syrup,Golden Syrup,Ambient Dessert Syrups & Toppings,Desserts,Grocery
1068280,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1077496,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
823912,Imported,Imported,Vinegar,Seasoning,Grocery
1002337,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
225025,Spray Starch,Spray Starch,Fabric Fresheners & Ironing,Laundry Care,Household
828151,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
913768,Baby Clothing,Baby Clothing,Baby Clothing,Baby Needs,Household
902698,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
77839,Umbrella,Umbrella,Umbrella,General Needs,Household
105091,Umbrella,Umbrella,Umbrella,General Needs,Household
1090285,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
1069801,Regular Paste,Floride Tooth Paste,Tooth Paste,Oral Care,Household
119392,Powder,Hair Coloring,Hair Coloring,Hair Care,Household
859021,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
111076,Cans,Regular,RTD,Juices,Beverages
1066777,Tin,Gift Pack Tea,Gift Pack Tea,Tea,Beverages
21616,Bags,Bags,Non Flavored Tea,Tea,Beverages
1079206,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
890233,Lactose Free,Lactose Free,Special Health,Milk Foods,Grocery
122470,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
7567,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1041406,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1095316,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
1064428,Protection Soap,Soap,Body Cleansing,Hand & Body Care,Household
575980,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
132604,All Purpose Floor &,All Purpose Floor & Tile Cleaners,All Purpose Cleaners,Cleaning Consumables,Household
89494,Umbrella,Umbrella,Umbrella,General Needs,Household
97585,Scented,Candle,Illumination,General Needs,Household
111301,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1072879,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
18304,Flavored Cheese,Cheese Regular Portions,Cheese Portions,Cheese,Chilled
1009879,Emmental,Processed Cheese Block,Chilled Processed Cheese,Cheese,Chilled
362212,Local,Assorted Sweet Cookies Giftpacks/Ti,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
1104091,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
1114630,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
82573,Hair Gel,Hair Gel,Men's Hair Styling,Men's Toiletries,Household
902905,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
114397,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
1055230,Need Based Facial Cl,Facial Cleansers,Facial Cleansing,Facial Care,Household
888298,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
847276,Cans,Regular,RTD,Juices,Beverages
1017079,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
382777,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
952963,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
44935,Imported,Single Consumption Chocolate Gift P,Single Consumption Chocolates,Confectionery,Grocery
404827,Sachet,Chocolate Spreads,Ambient Spreads,Spreads,Grocery
848446,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1083094,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
902941,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
844324,Facial Care,Facial Care,Skin Care,Toiletries Unisex,Household
58561,Candle,Candle,Illumination,General Needs,Household
114055,Scented,Candle,Illumination,General Needs,Household
892240,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
130255,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
852550,Bottles,Regular,RTD,Juices,Beverages
839320,Cans,Regular,RTD,Juices,Beverages
566773,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
1039615,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
405709,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
75688,Unclassified,Unclassified,Vermicelli,Pasta,Grocery
672217,Sultanas,Sultanas,Processed/Preserved Fruits,Dessert Ingredients,Grocery
207880,Local,Crackers,Savory Biscuits Regular,Biscuits,Grocery
409192,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
521260,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
1028797,Female Fragrance Gif,Female Fragrance Gift Packs,Female Fragrance Gift Packs,Female Fragrance,Household
1046491,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
111157,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
418354,Candle,Candle,Illumination,General Needs,Household
1031515,Need Based Facial Cl,Facial Cleansers,Facial Cleansing,Facial Care,Household
117358,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
1045816,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
130237,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
80269,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
897343,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1013857,Medicated,Pet Grooming Shampoo/Soap,Pet Grooming,Pet Care,Household
43297,Collar/Chain,Collar/Chain,Accessories,Pet Care,Household
1057030,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
72727,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
44737,Box,Non Flavored Tea - Leaves,Non Flavored Tea,Tea,Beverages
399238,Bags,Bags,Non Flavored Tea,Tea,Beverages
88522,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
50803,Ambarella,Chutneys,Meal Accompaniments,Meal Accompaniments,Grocery
1024747,Local,Ambient Pudding,Sugar Confectionary,Confectionery,Grocery
1038229,Herbal & Natural Soa,Soap,Body Cleansing,Hand & Body Care,Household
3463,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
89674,Umbrella,Umbrella,Umbrella,General Needs,Household
179890,Other,Other,Cleaning Aids,Car Care,Household
99898,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
27619,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
70306,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
382912,Whole,Cloves,Spices,Seasoning & Coconut Cream,Grocery
25504,Whole,Pepper,Spices,Seasoning & Coconut Cream,Grocery
248812,Pappadam,Pappadam,Meal Accompaniments,Meal Accompaniments,Grocery
96739,Macaroni,Macaroni,Macaroni,Pasta,Grocery
466639,Local,Jujubs,Sugar Confectionary,Confectionery,Grocery
367117,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
132055,Specialty,Specialty,Salad Dressings,Condiments,Grocery
839770,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
1008781,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
996154,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
1096414,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
214936,Lighters,Lighters,Illumination,General Needs,Household
101302,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
1072870,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
31444,Razors,Razors,Shaving Accessories,Toiletries Men,Household
1066759,Tin,Gift Pack Tea,Gift Pack Tea,Tea,Beverages
1086262,Cheddar,Cheddar Cheese,Cheese Slices,Cheese,Chilled
1076065,Big Packs,Cookies,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
101491,Liquids,Liquids,Coconut Milk,Processed/Preserved Fruits,Grocery
1115431,Local,Gram,"Snack-Nuts,Peas & Mixes",Snacks,Grocery
848383,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
1083049,Local,Ready to Eat Popcorn,Popcorn & Popping Corn,Snacks,Grocery
1012777,Lip Gloss,Lip Gloss,Lip Cosmetics,Cosmetics,Household
390895,Stain Removers,Stain Removers,Laundry Bleach,Laundry Care,Household
270394,Cleaning Wipers,Cleaning Wipers,"Brooms , Brushers & Mops",Cleaning Durables,Household
950920,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
281887,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
920851,Shoe Care Liquids,Shoe Polish,Shoe Care,General Needs,Household
17989,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
1081582,Lip Balm,Lip Balm,Lip Care,Facial Care,Household
133189,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
129877,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
379807,Cosmetic,Cosmetic,Shampoo,Hair Care,Household
852316,Powders,Mustard,Spices,Seasoning & Coconut Cream,Grocery
109717,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
102238,Wheat,Wheat,Wheat,Flour,Grocery
267406,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
848401,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
93310,Foot Soak,Foot Soak & Salt,Foot Care,Hand & Body Care,Household
98962,Moisturizer,Facial Moisturizer,Face Cream,Facial Care,Household
855781,Toothpastes/Powder,Toothpastes/Powder,Toothpastes/Powder,Oral Care,Household
29320,Powder,Hair Coloring,Hair Coloring,Hair Care,Household
911932,Shampoo + Conditione,Shampoo + Conditioner,Shampoo,Hair Care,Household
852469,Bottles,Regular,RTD,Juices,Beverages
34099,Cans,Regular,RTD,Juices,Beverages
344239,Cans,Regular,RTD,Juices,Beverages
1065589,Tin,Gift Pack Tea,Gift Pack Tea,Tea,Beverages
321064,Bags,Bags,Non Flavored Tea,Tea,Beverages
1052512,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
1052440,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
362887,Local,Assorted Sweet Cookies Giftpacks/Ti,Sweet Biscuits/Cookies  Giftpacks/T,Biscuits,Grocery
1104964,Local,Sauces - Chillie Based,Ambient Table Sauces,Sauce,Grocery
42019,Yeast,Yeast,Dessert Ingredients,Desserts,Grocery
1009672,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
998017,Imported,Potato/Manioc Snack Crisps & Chips,Snack-Crisps & Chips,Snacks,Grocery
971584,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
902950,Other Baby Needs,Other Baby Needs,Accessories,Baby Needs,Household
105181,Umbrella,Umbrella,Umbrella,General Needs,Household
107017,Umbrella,Umbrella,Umbrella,General Needs,Household
35251,Candle,Candle,Illumination,General Needs,Household
62521,Wind screener -glass,Wind screener -glass cleaner,Car Care Cleaning  Exterior,Car Care,Household
103264,All Purpose Cleaner,All Purpose Cleaner,Interior Cleaner,Car Care,Household
91177,Clinical Gel,Floride Tooth Paste,Tooth Paste,Oral Care,Household
1116547,Regular Serviettes &,Regular Serviettes & Napkins,Serviettes & Napkins,Paper Goods,Household
956707,Adult Diapers Large,Adult Diapers,Adult Diapers,Personal Hygiene,Household
1083247,Insectisides Powders,Insectisides Powders,Insecticides,Pest Control,Household
8080,Regular Balloons,Regular Balloons,Balloons,Party Ware,Household
984976,Powder,Hair Coloring,Hair Coloring,Hair Care,Household
100906,Cans,Regular,RTD,Juices,Beverages
1044682,Tetra,Single Consumption RTD Juices,Single Consumption RTD Beverages,RTD Beverages,Beverages
276019,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Wine,Non Alcoholic Beers and Wines,Beverages
1052557,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
990115,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1024063,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1082392,Big Packs,Cookies,Sweet Biscuits & Cookies Regular,Biscuits,Grocery
73699,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
271681,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
127762,Foot Cream,Foot Cream & Lotion,Foot Care,Hand & Body Care,Household
1092139,Fabric Softener,Fabric Softener,Fabric Softener,Laundry Care,Household
1037968,Lip Balm,Lip Balm,Lip Care,Facial Care,Household
855160,Bottles,Regular,RTD,Juices,Beverages
800917,Cans,Regular,RTD,Juices,Beverages
59596,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
1050181,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
91132,Packets,Natural Cheese Block,Chilled Natural Cheese,Cheese,Chilled
3058,Regular,Flavoured,Imported,Yoghurt,Chilled
1070557,Whole,Pepper,Spices,Seasoning & Coconut Cream,Grocery
990043,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
1063177,FOW-Thai,FOW-Thai,FOW-Thai,FOW,Grocery
599920,Local,Marsh Mellow,Sugar Confectionary,Confectionery,Grocery
825460,Gram,Gram,Gram,Flour,Grocery
840220,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
908359,Bottles,Tomato Pasta Sauce,Pasta Sauce,Pasta & Noodles,Grocery
